Predictor1,Predictor2,Predictor3,Predictor4,Predictor5,Predictor6,Predictor7,Predictor8,Predictor9,Predictor10,Target1,Target2
IJ-I-VGQ-FRI3,BKNFH,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,MN,3,0,1,0,0
OT-I-RGP-FRI1,BKNQG,Yze Cpbftcpo,A,M,YMP,SX,2,1,2,0,0
JL-I-VKB-QTF,BKNQF,Spwo,C,Q,AXM,NP,6,1,6,0,1
YP-I-VHK-FRI3,BKNFF,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,CT,2,1,3,1,0
YP-I-VHC-QTF,BKNFF,Hltgpo,B,Q,AXM,CT,5,1,2,0,0
UQ-I-KFF-FRI1,BKNFG,Spwo,B,F,YMP,YU,4,2,4,0,0
UY-I-WGZ-QTF,BKNFI,Yze Cpbftcpo,A,R,AXM,YC,1,1,3,0,0
OT-I-VGS-FRI5,BKNQG,Spwo,B,Q,YMP,SX,4,1,3,0,0
FW-I-VFZ-FRI3,BKNDF,Hltgpo,B,Q,YMP,JA,5,1,2,0,0
JL-I-VFK-FRI8,BKNQF,Spwo,B,Q,YMP,NP,2,1,4,0,0
YB-I-FGV-QTF,BKNDH,Yze Cpbftcpo,B,A,AXM,CF,1,1,1,0,0
LD-I-IKM-QTF,BKNFI,Spwo,C,D,AXM,PH,1,1,4,0,0
PX-I-IGB-QTF,BKNDF,Spwo,B,D,AXM,TB,2,1,4,0,0
OT-I-VII-FRI2,BKNQG,Spwo,B,Q,YMP,SX,3,1,4,0,0
NX-I-FUF-QTF,BKNQH,Yze Cpbftcpo,C,A,AXM,RB,1,1,5,0,0
OF-I-JFI-RTI2,BKNDH,Yze Cpbftcpo,B,E,PAY,SJ,1,1,1,0,0
SG-I-DFJ-QTF,BKNFG,Spwo,D,Y,AXM,DY,5,1,2,0,1
JL-I-VFX-FRI15,BKNQF,Spwo,C,Q,YMP,NP,8,1,4,0,1
GJ-I-LES-FRI8,BKNFI,Yze Cpbftcpo,B,G,YMP,KN,8,2,6,1,1
ZP-I-IHY-FRI2,BKNFI,Hltgpo,B,D,YMP,DT,5,2,2,1,0
GF-I-HFL-FRI10,BKNRG,Yze Cpbftcpo,B,C,YMP,KJ,3,2,1,0,0
QL-I-VFI-QTF,BKNFH,Spwo,C,Q,AXM,UP,2,1,1,0,0
ZP-I-DFR-FRI1,BKNFI,Spwo,B,Y,YMP,DT,1,1,1,0,0
YZ-I-USK-FRI1,BKNQG,Yze Cpbftcpo,A,P,YMP,CD,2,1,1,0,0
P8-I-TFF-FRI3,BKNFF,Yze Cpbftcpo,B,O,YMP,T8,6,1,6,0,0
ST-I-VGX-FRI3,BKNFH,Spwo,B,Q,YMP,WX,3,1,5,0,0
UY-I-LFS-FRI1,BKNFI,Yze Cpbftcpo,B,G,YMP,YC,1,1,1,0,0
GH-I-LFS-FRI7,BKNQG,Yze Cpbftcpo,B,G,YMP,KL,9,1,2,0,0
UY-I-VFU-FRI9,BKNFI,Spwo,B,Q,YMP,YC,14,2,2,1,0
NX-I-LIO-FRI3,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,4,0,0
JL-I-VKZ-QTF,BKNQF,Spwo,C,Q,AXM,NP,9,3,8,0,1
OT-I-VHN-FRI9,BKNQG,Spwo,B,Q,YMP,SX,2,1,1,0,0
GJ-I-LEU-FRI12,BKNFI,Yze Cpbftcpo,B,G,YMP,KN,1,1,5,1,0
UP-I-HIV-FRI1,BKNQH,Yze Cpbftcpo,B,C,YMP,YT,1,1,1,0,0
JH-I-UFN-FRI1,BKNDF,Yze Cpbftcpo,B,P,YMP,NL,3,2,1,0,0
JL-I-FFF-FRI6,BKNQF,Yze Cpbftcpo,B,A,YMP,NP,17,1,3,0,0
YP-I-FGI-FRI1,BKNFF,Yze Cpbftcpo,B,A,YMP,CT,3,1,1,0,0
LD-I-LHJ-FRI1,BKNFI,Yze Cpbftcpo,B,G,YMP,PH,8,1,1,0,0
GZ-I-KFG-QTF,BKNFH,Spwo,B,F,AXM,KD,13,3,4,0,1
PX-I-LHV-FRI2,BKNDF,Yze Cpbftcpo,B,G,YMP,TB,2,1,4,0,0
XS-I-DFM-FRI5,BKNDG,Hltgpo,B,Y,YMP,BW,2,1,2,1,0
FY-I-AFG-FRI1,BKNDG,Spwo,C,V,YMP,JC,12,1,5,0,0
PX-I-VLR-FRI2,BKNDF,Spwo,C,Q,YMP,TB,1,1,4,0,0
XS-I-LKO-FRI1,BKNDG,Yze Cpbftcpo,C,G,YMP,BW,2,1,3,1,0
OT-I-LGT-QTF,BKNQG,Yze Cpbftcpo,B,G,AXM,SX,7,2,3,0,0
SJ-I-VED-RTI4,BKNFI,Yze Cpbftcpo,B,Q,PAY,WN,25,2,3,0,0
7P-I-LGY-FRI1,BKNDG,Yze Cpbftcpo,D,G,YMP,CC,3,1,2,0,0
OT-I-VIF-FRI10,BKNQG,Spwo,B,Q,YMP,SX,1,1,2,0,0
SA-I-VFI-FRI1,BKNDG,Hltgpo,D,Q,YMP,CQ,7,1,1,1,0
YP-I-WGF-QTF,BKNFF,Yze Cpbftcpo,A,R,AXM,CT,1,1,1,1,0
OF-I-VKL-QTF,BKNDH,Spwo,C,Q,AXM,SJ,10,2,6,1,1
YZ-I-XFJ-RTI2,BKNQG,Yze Cpbftcpo,B,S,PAY,CD,6,1,1,0,0
P4-I-IFG-QTF,BKNFF,Spwo,C,D,AXM,T4,2,1,5,0,0
RZ-I-VFV-FRI3,BKNQF,Hltgpo,B,Q,YMP,VD,5,1,2,1,0
NY-I-IFE-QTF,BKNFI,Hltgpo,C,D,AXM,RC,3,1,6,1,0
JE-I-VFM-FRI4,BKNFH,Hltgpo,B,Q,YMP,NI,4,2,3,1,0
XW-I-VFD-FRI10,BKNRG,Spwo,B,Q,YMP,BA,34,2,4,0,0
OT-I-WFD-FRI12,BKNQG,Yze Cpbftcpo,A,R,YMP,SX,1,1,2,0,0
OT-I-VIF-FRI4,BKNQG,Hltgpo,B,Q,YMP,SX,2,1,1,0,0
YM-I-JFY-FRI6,BKNDG,Yze Cpbftcpo,A,E,YMP,CQ,2,1,1,0,0
MW-I-LFF-RTI1,BKNFG,Yze Cpbftcpo,B,G,PAY,QA,1,1,2,1,0
B4-I-JFF-FRI1,BKNFF,Yze Cpbftcpo,A,E,YMP,F4,2,1,1,0,0
NV-I-VGV-FRI3,BKNRF,Spwo,C,Q,YMP,RZ,7,2,3,1,0
IJ-I-FFN-FRI1,BKNFH,Yze Cpbftcpo,B,A,YMP,MN,6,1,2,0,0
YP-I-VHB-QTF,BKNFF,Spwo,B,Q,AXM,CT,3,2,4,0,0
OF-I-VJX-FRI5,BKNDH,Hltgpo,C,Q,YMP,SJ,10,3,10,0,1
JT-I-QFF-QTF,BKNFG,Yze Cpbftcpo,D,L,AXM,DY,5,1,2,0,0
SB-I-VFH-FRI3,BKNFG,Hltgpo,D,Q,YMP,DY,1,1,1,0,0
SP-I-XFF-FRI4,BKNQG,Spwo,B,S,YMP,WT,7,2,2,0,0
P5-I-VFG-QTF,BKNFF,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Q,AXM,T5,3,1,6,0,0
OT-I-VHR-FRI2,BKNQG,Spwo,B,Q,YMP,SX,11,2,4,0,0
JL-I-VKC-QTF,BKNQF,Spwo,C,Q,AXM,NP,4,2,7,0,0
OT-I-IFU-RTI4,BKNQG,Yze Cpbftcpo,B,D,PAY,SX,4,2,1,0,0
PX-I-SFN-FRI12,BKNDF,Spwo,B,N,YMP,TB,2,1,2,0,1
OT-I-IFY-FRI2,BKNQG,Hltgpo,B,D,YMP,SX,1,1,2,1,1
OF-I-IJP-FRI1,BKNDH,Hltgpo,B,D,YMP,SJ,4,1,1,0,0
SJ-I-VGY-QTF,BKNFI,Spwo,B,Q,AXM,WN,14,2,4,0,1
GF-I-VII-RTI1,BKNRG,Spwo,B,Q,PAY,KJ,4,1,3,0,0
SE-I-IFS-FRI2,BKNDG,Spwo,B,D,YMP,WI,1,1,2,0,0
UQ-I-VGF-FRI1,BKNFG,Spwo,C,Q,YMP,YU,3,1,3,0,0
LD-I-IJG-QTF,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,D,AXM,PH,1,1,3,0,0
NX-I-UFG-FRI4,BKNQH,Yze Cpbftcpo,B,P,YMP,RB,1,1,1,0,0
XS-I-VFU-RTI2,BKNDG,Yze Cpbftcpo,B,Q,PAY,BW,3,0,1,0,0
HN-I-LGK-FRI8,BKNDF,Yze Cpbftcpo,B,G,YMP,LR,8,2,3,0,0
SB-I-LFG-QTF,BKNFG,Yze Cpbftcpo,D,G,AXM,DY,1,1,2,0,1
OT-I-WFD-FRI7,BKNQG,Yze Cpbftcpo,A,R,YMP,SX,1,1,2,1,0
UN-I-QFG-RTI1,BKNDG,Yze Cpbftcpo,B,L,PAY,YR,2,1,1,1,1
NX-I-RFI-QTF,BKNQH,Yze Cpbftcpo,A,M,AXM,RB,2,1,2,0,0
SB-I-IFF-FRI1,BKNFG,Hltgpo,D,D,YMP,DY,2,1,2,1,0
YB-I-FRP-FRI1,BKNDH,Yze Cpbftcpo,B,A,YMP,CF,1,1,5,0,1
UP-I-VHC-FRI10,BKNQH,Spwo,B,Q,YMP,YT,8,2,2,0,1
RC-I-VFR-FRI2,BKNDH,Hltgpo,B,Q,YMP,VG,1,1,1,0,0
ZP-I-IHT-FRI1,BKNFI,Spwo,B,D,YMP,DT,11,1,7,0,0
XW-I-VFY-FRI8,BKNRG,Spwo,C,Q,YMP,BA,16,3,5,0,1
GF-I-PFH-FRI2,BKNRG,Yze Cpbftcpo,A,K,YMP,KJ,1,1,1,0,0
KN-I-DFG-QTF,BKNFH,Spwo,C,Y,AXM,OR,10,1,13,1,1
YM-I-RFT-FRI4,BKNDG,Yze Cpbftcpo,B,M,YMP,CQ,1,1,1,0,0
JR-I-VFF-RTI2,BKNQF,Yze Cpbftcpo,D,Q,PAY,JO,4,2,1,1,0
ZP-I-LHQ-QTF,BKNFI,Yze Cpbftcpo,B,G,AXM,DT,9,2,2,0,0
XW-I-DVH-FRI4,BKNRG,Spwo,B,Y,YMP,BA,12,1,1,0,0
UY-I-VGI-QTF,BKNFI,Spwo,C,Q,AXM,YC,4,1,4,0,1
NX-I-PJY-QTF,BKNQH,Yze Cpbftcpo,A,K,AXM,RB,1,1,2,0,0
ZP-I-LGN-FRI7,BKNFI,Yze Cpbftcpo,B,G,YMP,DT,2,1,1,0,0
HT-I-TFF-QTF,BKNDF,Yze Cpbftcpo,C,O,AXM,LX,1,1,4,0,0
XB-I-IFQ-QTF,BKNFH,Hltgpo,C,D,AXM,BF,3,1,2,0,0
YM-I-VHC-RTI1,BKNDG,Hltgpo,B,Q,PAY,CQ,5,2,1,0,0
JE-I-KFG-QTF,BKNFH,Spwo,C,F,AXM,NI,13,3,7,0,1
YB-I-VGE-FRI8,BKNDH,Spwo,B,Q,YMP,CF,50,7,7,0,1
NV-I-VHH-FRI3,BKNRF,Spwo,B,Q,YMP,RZ,8,2,1,1,0
EG-I-VUF-QTF,BKNDF,Spwo,D,Q,AXM,YW,5,2,2,1,0
NX-I-XFL-RTI2,BKNQH,Yze Cpbftcpo,B,S,PAY,RB,2,1,1,0,0
RZ-I-XFG-RTI8,BKNQF,Yze Cpbftcpo,B,S,PAY,VD,27,5,2,1,0
OT-I-VHD-FRI3,BKNQG,Hltgpo,B,Q,YMP,SX,4,1,3,1,0
JL-I-VKW-FRI2,BKNQF,Spwo,B,Q,YMP,NP,9,2,2,0,0
NX-I-WID-FRI3,BKNQH,Yze Cpbftcpo,A,R,YMP,RB,1,1,1,0,0
NX-I-WGX-FRI4,BKNQH,Hltgpo,A,R,YMP,RB,1,1,4,0,0
SE-I-VFK-RTI1,BKNDG,Yze Cpbftcpo,B,Q,PAY,WI,1,1,1,0,0
ZU-I-VFG-FRI1,BKNFG,Spwo,C,Q,YMP,DY,7,1,4,0,1
XU-I-FIM-FRI18,BKNFI,Yze Cpbftcpo,C,A,YMP,BY,7,2,7,0,1
UQ-I-VGH-QTF,BKNFG,Hltgpo,B,Q,AXM,YU,2,1,4,0,1
JL-I-VIG-FRI1,BKNQF,Spwo,B,Q,YMP,NP,1,1,2,0,1
YM-I-WFV-FRI6,BKNDG,Yze Cpbftcpo,A,R,YMP,CQ,1,1,2,1,0
XW-I-DGI-FRI2,BKNRG,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Y,YMP,BA,22,5,3,0,1
JL-I-VKL-RTI3,BKNQF,Yze Cpbftcpo,B,Q,PAY,NP,3,1,1,0,0
B4-I-VFL-QTF,BKNFF,Spwo,C,Q,AXM,F4,3,1,4,0,0
OF-I-VJA-FRI3,BKNDH,Hltgpo,B,Q,YMP,SJ,2,1,1,0,0
NX-I-VKY-FRI2,BKNQH,Hltgpo,B,Q,YMP,RB,1,1,3,0,1
PX-I-IFS-FRI6,BKNDF,Hltgpo,B,D,YMP,TB,1,1,2,1,0
XW-I-VYU-FRI2,BKNRG,Hltgpo,B,Q,YMP,BA,7,3,4,1,1
XS-I-VFD-FRI1,BKNDG,Hltgpo,B,Q,YMP,BW,14,3,2,0,0
YB-I-LGV-RTI1,BKNDH,Yze Cpbftcpo,B,G,PAY,CF,7,0,1,1,0
JH-I-LFL-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,NL,7,2,4,0,0
PZ-I-IFI-FRI1,BKNRG,Spwo,B,D,YMP,TD,4,1,2,1,0
OT-I-RFV-RTI2,BKNQG,Yze Cpbftcpo,A,M,PAY,SX,1,1,1,0,0
NX-I-WJH-QTF,BKNQH,Yze Cpbftcpo,A,R,AXM,RB,1,1,1,0,0
HS-I-VHX-FRI2,BKNDH,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,LW,3,2,4,0,0
PX-I-TGZ-FRI1,BKNDF,Yze Cpbftcpo,B,O,YMP,TB,5,2,5,1,0
HN-I-TFI-FRI3,BKNDF,Yze Cpbftcpo,B,O,YMP,LR,3,1,2,0,0
SC-I-IFF-FRI3,BKNFG,Hltgpo,D,D,YMP,DY,2,1,1,0,0
LD-I-III-FRI1,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,D,YMP,PH,1,1,1,0,0
NX-I-JGT-QTF,BKNQH,Yze Cpbftcpo,A,E,AXM,RB,1,1,1,0,0
FZ-I-WFQ-RTI1,BKNFG,Yze Cpbftcpo,A,R,PAY,JD,1,1,1,1,0
RT-I-IFG-QTF,BKNQG,Spwo,C,D,AXM,VX,6,3,4,0,1
FW-I-HFF-FRI5,BKNDF,Yze Cpbftcpo,B,C,YMP,JA,4,2,4,0,0
P7-I-UTC-FRI3,BKNFF,Yze Cpbftcpo,C,P,YMP,T7,6,2,3,1,0
ZP-I-DFN-FRI6,BKNFI,Hltgpo,B,Y,YMP,DT,2,1,1,0,0
WT-I-KFF-RTI1,BKNFG,Yze Cpbftcpo,B,F,PAY,AX,6,2,1,0,0
JL-I-VFC-RTI3,BKNQF,Yze Cpbftcpo,B,Q,PAY,NP,29,4,3,1,1
SJ-I-LGK-QTF,BKNFI,Yze Cpbftcpo,B,G,AXM,WN,3,1,2,1,1
HS-I-DIM-RTI2,BKNDH,Yze Cpbftcpo,B,Y,PAY,LW,5,1,1,1,0
VF-I-VFN-FRI3,BKNRF,Spwo,C,Q,YMP,ZJ,20,3,6,1,1
ZL-I-VFF-RTI4,BKNQG,Yze Cpbftcpo,B,Q,PAY,DP,3,2,1,0,0
KW-I-VFK-FRI10,BKNFI,Hltgpo,B,Q,YMP,OA,18,4,3,0,0
LD-I-LHO-QTF,BKNFI,Yze Cpbftcpo,B,G,AXM,PH,2,1,3,0,0
OF-I-VJE-QTF,BKNDH,Hltgpo,C,Q,AXM,SJ,7,1,3,0,0
NY-I-FFO-QTF,BKNFI,Yze Cpbftcpo,B,A,AXM,RC,9,1,3,0,1
B4-I-VFJ-QTF,BKNFF,Spwo,C,Q,AXM,F4,5,1,3,0,0
FY-I-IFE-QTF,BKNDG,Spwo,C,D,AXM,JC,16,1,8,0,1
QJ-I-VFI-FRI6,BKNQG,Spwo,B,Q,YMP,UN,3,1,1,1,0
NX-I-LKF-FRI1,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,2,1,0
FY-I-TFT-RTI1,BKNDG,Yze Cpbftcpo,B,O,PAY,JC,2,1,3,0,1
XW-I-VGU-RTI2,BKNRG,Yze Cpbftcpo,B,Q,PAY,BA,15,2,2,0,0
SN-I-VFL-FRI1,BKNQG,Spwo,B,Q,YMP,WR,1,1,4,0,0
OT-I-VHO-FRI4,BKNQG,Spwo,B,Q,YMP,SX,7,2,2,0,0
OF-I-VJY-FRI3,BKNDH,Hltgpo,B,Q,YMP,SJ,5,2,1,0,0
VF-I-VFG-FRI11,BKNRF,Spwo,B,Q,YMP,ZJ,60,5,4,0,0
PX-I-DFY-FRI1,BKNDF,Spwo,B,Y,YMP,TB,4,1,5,0,1
UP-I-HIT-FRI9,BKNQH,Yze Cpbftcpo,B,C,YMP,YT,1,1,2,0,0
VF-I-IFJ-FRI3,BKNRF,Spwo,C,D,YMP,ZJ,15,2,10,1,0
OF-I-LVQ-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,1,1,2,0,1
LD-I-DFM-QTF,BKNFI,Hltgpo,C,Y,AXM,PH,20,2,8,0,0
UN-I-VFL-FRI4,BKNDG,Spwo,B,Q,YMP,YR,7,2,2,1,1
KW-I-TFM-FRI3,BKNFI,Yze Cpbftcpo,C,O,YMP,OA,1,1,3,0,0
HN-I-LGW-RTI1,BKNDF,Yze Cpbftcpo,B,G,PAY,LR,2,1,1,0,0
HS-I-VIK-QTF,BKNDH,Spwo,C,Q,AXM,LW,7,2,5,0,1
IB-I-VSF-FRI1,BKNQG,Spwo,D,Q,YMP,WR,2,1,3,0,0
HN-I-LGA-FRI2,BKNDF,Yze Cpbftcpo,B,G,YMP,LR,4,1,3,1,0
XU-I-PJU-FRI4,BKNFI,Yze Cpbftcpo,A,K,YMP,BY,1,1,2,0,0
NX-I-JFZ-RTI2,BKNQH,Yze Cpbftcpo,A,E,PAY,RB,1,1,1,0,0
SU-I-VFF-FRI1,BKNDG,Hltgpo,C,Q,YMP,WY,4,1,3,1,0
KW-I-IFL-FRI2,BKNFI,Hltgpo,B,D,YMP,OA,2,1,2,0,0
PJ-I-UFN-FRI3,BKNQG,Yze Cpbftcpo,B,P,YMP,TN,1,1,1,1,0
UQ-I-KFF-QTF,BKNFG,Spwo,C,F,AXM,YU,12,2,5,0,0
FY-I-VHD-FRI2,BKNDG,Spwo,C,Q,YMP,JC,11,1,9,1,1
XU-I-TFP-FRI4,BKNFI,Yze Cpbftcpo,C,O,YMP,BY,4,1,1,0,1
KW-I-VFI-FRI8,BKNFI,Hltgpo,B,Q,YMP,OA,2,1,1,0,0
KW-I-VFR-FRI3,BKNFI,Spwo,C,Q,YMP,OA,52,8,8,1,1
YP-I-VHC-FRI1,BKNFF,Hltgpo,C,Q,YMP,CT,1,1,1,0,0
XE-I-VFM-FRI4,BKNFI,Spwo,B,Q,YMP,BI,4,1,2,0,0
VF-I-VFP-RTI1,BKNRF,Spwo,B,Q,PAY,ZJ,4,1,2,0,0
KW-I-LDP-FRI11,BKNFI,Yze Cpbftcpo,B,G,YMP,OA,12,1,5,1,0
PX-I-JFT-FRI3,BKNDF,Yze Cpbftcpo,A,E,YMP,TB,1,1,1,0,0
GJ-I-VFB-FRI8,BKNFI,Spwo,B,Q,YMP,KN,8,2,2,0,0
UG-I-VFN-FRI1,BKNDH,Hltgpo,D,Q,YMP,CF,2,1,1,1,0
KN-I-LFH-FRI4,BKNFH,Yze Cpbftcpo,B,G,YMP,OR,2,1,1,0,0
OT-I-PIH-RTI2,BKNQG,Yze Cpbftcpo,A,K,PAY,SX,2,1,1,0,0
PX-I-JFV-QTF,BKNDF,Yze Cpbftcpo,A,E,AXM,TB,1,1,1,0,0
YB-I-VFX-FRI1,BKNDH,Hltgpo,B,Q,YMP,CF,4,2,2,0,0
ZP-I-IHP-QTF,BKNFI,Spwo,C,D,AXM,DT,1,1,4,0,0
P7-I-LJC-FRI1,BKNFF,Yze Cpbftcpo,B,G,YMP,T7,1,1,2,0,0
IA-I-VFF-FRI1,BKNDG,Hltgpo,D,Q,YMP,CQ,6,3,4,0,0
HS-I-VHW-RTI2,BKNDH,Yze Cpbftcpo,B,Q,PAY,LW,22,2,3,1,0
VF-I-XFH-RTI2,BKNRF,Yze Cpbftcpo,B,S,PAY,ZJ,3,3,1,0,0
KW-I-LGP-QTF,BKNFI,Yze Cpbftcpo,C,G,AXM,OA,2,1,6,0,0
UP-I-XFK-FRI12,BKNQH,Spwo,C,S,YMP,YT,71,6,7,1,1
OF-I-UHN-QTF,BKNDH,Yze Cpbftcpo,B,P,AXM,SJ,5,2,3,0,0
GF-I-TFH-FRI1,BKNRG,Yze Cpbftcpo,B,O,YMP,KJ,2,2,3,1,0
NV-I-FFG-FRI5,BKNRF,Hltgpo,B,A,YMP,RZ,3,2,3,0,0
UQ-I-VFB-FRI3,BKNFG,Spwo,C,Q,YMP,YU,16,2,9,1,0
PF-I-DFM-QTF,BKNFG,Spwo,D,Y,AXM,DY,1,1,2,0,0
P7-I-LJW-FRI3,BKNFF,Yze Cpbftcpo,B,G,YMP,T7,9,3,4,1,0
KN-I-DFM-RTI5,BKNFH,Yze Cpbftcpo,B,Y,PAY,OR,1,1,1,0,0
JC-I-VFJ-QTF,BKNQF,Hltgpo,D,Q,AXM,JO,1,1,1,1,0
GX-I-VFJ-QTF,BKNQF,Yze Spwo zc Hltgpo mfe Cpbftcpo,D,Q,AXM,JO,10,1,2,0,0
FY-I-TFY-FRI2,BKNDG,Yze Cpbftcpo,B,O,YMP,JC,2,1,2,1,1
ZP-I-VGW-FRI6,BKNFI,Hltgpo,B,Q,YMP,DT,7,1,4,0,0
RT-I-LGQ-RTI1,BKNQG,Yze Cpbftcpo,B,G,PAY,VX,2,1,2,1,0
NX-I-VKI-FRI10,BKNQH,Spwo,B,Q,YMP,RB,18,2,4,0,0
FY-I-DFH-FRI1,BKNDG,Spwo,C,Y,YMP,JC,8,1,12,1,1
B4-I-TFF-FRI3,BKNFF,Yze Cpbftcpo,B,O,YMP,F4,4,2,2,1,0
OT-I-VHZ-FRI1,BKNQG,Spwo,B,Q,YMP,SX,22,2,6,0,0
PX-I-THH-QTF,BKNDF,Yze Cpbftcpo,C,O,AXM,TB,3,3,5,1,1
GF-I-FFU-FRI2,BKNRG,Yze Cpbftcpo,B,A,YMP,KJ,11,2,4,1,0
XU-I-FIM-FRI19,BKNFI,Yze Cpbftcpo,B,A,YMP,BY,2,1,5,0,0
RT-I-JFA-FRI8,BKNQG,Yze Cpbftcpo,A,E,YMP,VX,2,1,2,0,0
LD-I-DFJ-FRI1,BKNFI,Spwo,C,Y,YMP,PH,26,4,4,0,0
ZP-I-VIK-RTI1,BKNFI,Yze Cpbftcpo,B,Q,PAY,DT,2,1,1,0,0
FY-I-LHT-RTI1,BKNDG,Yze Cpbftcpo,B,G,PAY,JC,3,1,3,1,0
YZ-I-PGG-FRI16,BKNQG,Yze Cpbftcpo,A,K,YMP,CD,1,1,1,0,1
YP-I-VHD-RTI1,BKNFF,Yze Cpbftcpo,B,Q,PAY,CT,3,1,1,0,1
NX-I-LKQ-QTF,BKNQH,Yze Cpbftcpo,B,G,AXM,RB,3,1,3,0,0
XW-I-VIR-FRI1,BKNRG,Spwo,C,Q,YMP,BA,3,1,3,0,0
PX-I-DFD-QTF,BKNDF,Spwo,C,Y,AXM,TB,11,1,10,0,1
OT-I-IFW-FRI3,BKNQG,Spwo,B,D,YMP,SX,2,1,2,1,0
ST-I-XFL-FRI5,BKNFH,Spwo,B,S,YMP,WX,6,2,3,1,0
ZP-I-LGN-FRI2,BKNFI,Yze Cpbftcpo,B,G,YMP,DT,2,1,3,1,0
RK-I-DGK-FRI5,BKNDG,Spwo,C,Y,YMP,VO,19,5,3,0,0
PX-I-FIC-QTF,BKNDF,Yze Cpbftcpo,B,A,AXM,TB,2,1,1,0,0
OF-I-LVE-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,1,1,2,0,0
PX-I-VLQ-FRI1,BKNDF,Spwo,B,Q,YMP,TB,5,1,3,1,1
PX-I-VMI-FRI1,BKNDF,Spwo,B,Q,YMP,TB,4,1,2,0,0
SB-I-TFF-FRI1,BKNFG,Yze Cpbftcpo,D,O,YMP,DY,3,1,1,0,0
SG-I-XFF-FRI3,BKNFG,Hltgpo,D,S,YMP,DY,5,1,2,0,1
OF-I-VJY-FRI2,BKNDH,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,SJ,8,1,4,0,0
QJ-I-VFI-FRI7,BKNQG,Spwo,B,Q,YMP,UN,12,2,6,0,1
OT-I-RGH-FRI6,BKNQG,Yze Cpbftcpo,A,M,YMP,SX,1,1,1,0,1
HN-I-UFH-RTI2,BKNDF,Yze Cpbftcpo,B,P,PAY,LR,2,2,1,0,0
OT-I-VIF-FRI3,BKNQG,Hltgpo,B,Q,YMP,SX,1,1,2,0,0
NX-I-LHG-FRI9,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,3,0,0
JL-I-VFO-FRI2,BKNQF,Hltgpo,B,Q,YMP,NP,1,1,2,0,1
OT-I-VGP-FRI4,BKNQG,Spwo,B,Q,YMP,SX,12,1,4,0,1
YB-I-FGS-RTI4,BKNDH,Yze Cpbftcpo,B,A,PAY,CF,2,1,1,0,0
NX-I-IFX-RTI2,BKNQH,Yze Cpbftcpo,B,D,PAY,RB,3,1,1,0,0
HS-I-HFH-FRI1,BKNDH,Yze Cpbftcpo,B,C,YMP,LW,1,1,1,0,0
OF-I-WIM-FRI1,BKNDH,Yze Cpbftcpo,A,R,YMP,SJ,2,1,1,0,0
NV-I-LGG-RTI1,BKNRF,Yze Cpbftcpo,B,G,PAY,RZ,1,1,1,0,0
JE-I-VFM-FRI3,BKNFH,Hltgpo,B,Q,YMP,NI,4,2,3,0,0
RZ-I-VFV-FRI4,BKNQF,Spwo,C,Q,YMP,VD,6,2,3,1,0
FY-I-VII-FRI1,BKNDG,Spwo,C,Q,YMP,JC,3,1,1,0,0
OT-I-JFV-FRI5,BKNQG,Yze Cpbftcpo,A,E,YMP,SX,1,1,1,0,0
ST-I-RBK-FRI6,BKNFH,Yze Cpbftcpo,B,M,YMP,WX,2,1,2,1,0
SJ-I-VGS-FRI2,BKNFI,Spwo,C,Q,YMP,WN,5,1,5,0,0
NY-I-VGF-QTF,BKNFI,Spwo,C,Q,AXM,RC,25,2,10,1,1
NX-I-RFI-FRI4,BKNQH,Yze Cpbftcpo,A,M,YMP,RB,1,1,1,0,0
NX-I-UFG-QTF,BKNQH,Hltgpo,B,P,AXM,RB,7,3,6,1,0
YB-I-SMK-FRI4,BKNDH,Spwo,C,N,YMP,CF,46,11,12,1,1
JL-I-VIV-FRI3,BKNQF,Spwo,B,Q,YMP,NP,2,2,2,0,1
RT-I-RSV-FRI4,BKNQG,Yze Cpbftcpo,B,M,YMP,VX,3,1,2,0,0
SE-I-IFY-QTF,BKNDG,Spwo,C,D,AXM,WI,5,1,5,0,0
YB-I-UFF-FRI6,BKNDH,Yze Cpbftcpo,B,P,YMP,CF,23,4,4,1,0
FY-I-DQI-FRI2,BKNDG,Hltgpo,C,Y,YMP,JC,2,1,6,0,0
VF-I-VFM-FRI1,BKNRF,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Q,YMP,ZJ,8,1,3,1,1
PX-I-VHD-RTI3,BKNDF,Yze Cpbftcpo,B,Q,PAY,TB,2,1,2,0,0
